event_id,event_date,event_title,landslide_trigger,landslide_size,landslide_setting,country_name,state,latitude,longitude,fatality_count,injury_count
5005,2013-07-01 00:00:00,"Walo Ward, Mon Town, Wokha District, Nagaland",downpour,medium,unknown,India,Nagaland,26.72,95.029,0.0,
5006,2013-07-01 00:00:00,"Thillong Village, Doyang Along State Highway 1, Wokha To Merapani Road",downpour,medium,unknown,India,Nagaland,26.1147,94.3864,0.0,
5087,2013-07-12 00:00:00,"National Highway 29 Near Phesama Village, Nagaland",downpour,medium,unknown,India,Nagaland,25.6269,94.1139,0.0,
5084,2013-07-12 23:00:00,"National Highway 2 Near Phesama Village Close To Kisama Naha Heritage Site, Kohima District, Nagaland",downpour,medium,unknown,India,Nagaland,25.616,94.1167,0.0,
5107,2013-07-15 00:00:00,"National Highway 29 Near Phesama Village, Nagaland",rain,medium,unknown,India,Nagaland,25.6269,94.1139,0.0,
5123,2013-07-17 00:00:00,"National Highway 2 Near Meriema Village, 10 Km Away From Kohima",rain,medium,unknown,India,Nagaland,25.7131,94.0885,0.0,
5122,2013-07-17 00:00:00,"National Highway 29 Between Patkai Bridge And Kukidolong, Nagaland",rain,medium,unknown,India,Nagaland,25.7658,93.9413,0.0,
5250,2013-08-01 00:00:00,"Polo River At Polosang, Arunachal Pradesh",rain,medium,unknown,India,Arunachal Pradesh,27.8837,93.0515,,
5269,2013-08-04 00:00:00,"Tizu, Nagaland",continuous_rain,medium,unknown,India,Nagaland,25.8376,94.5234,,
5275,2013-08-04 00:00:00,"Suruhuto Town, Nagaland",monsoon,medium,unknown,India,Nagaland,26.1498,94.6055,,
5272,2013-08-04 00:00:00,"Longsa, Nagaland",monsoon,medium,unknown,India,Nagaland,26.2083,94.5438,,
5271,2013-08-04 00:00:00,"Nanga, Nagaland",continuous_rain,medium,unknown,India,Nagaland,26.284,94.5808,,
5268,2013-08-04 00:00:00,"Zunheboto, Nagaland",continuous_rain,medium,unknown,India,Nagaland,26.0137,94.5163,,
5270,2013-08-04 00:00:00,"Phizo, Nagaland",continuous_rain,medium,unknown,India,Nagaland,26.0481,94.4619,,
5274,2013-08-04 00:00:00,"Suruhuto Town, Nagaland",rain,medium,unknown,India,Nagaland,26.0838,94.564,,
5273,2013-08-04 00:00:00,"Zhekuto, Nagaland",monsoon,medium,unknown,India,Nagaland,26.1807,94.5497,,
5300,2013-08-09 00:00:00,"Senapati, Manipur",downpour,large,unknown,India,Nagaland,25.318,94.0441,,
5312,2013-08-11 23:00:00,Kangtsung Village,downpour,very_large,unknown,India,Assam,26.7103,94.693,0.0,
5427,2013-08-15 00:00:00,"Koide Government High School, Senapati, Manipur",downpour,medium,unknown,India,Nagaland,25.3833,94.1884,,
5337,2013-08-16 00:00:00,"Yakshu, Nagaland",rain,medium,unknown,India,Nagaland,26.4205,94.9731,,
5338,2013-08-16 00:00:00,"Longlem, Nagaland",rain,medium,unknown,India,Assam,26.8727,94.9275,,
5336,2013-08-16 00:00:00,"Tobu, Nagaland",rain,medium,unknown,India,Nagaland,26.3897,94.9439,,
5343,2013-08-17 23:00:00,The Imphal-Jiribam Section Of Nh-37 In Tamenglong District,continuous_rain,medium,unknown,India,Assam,24.7625,93.4341,,
5421,2013-08-30 00:00:00,"Yakshu, Nagaland",unknown,medium,unknown,India,Nagaland,26.4205,94.9731,,
5430,2013-09-01 00:00:00,"Tamenglong- Khongsang Road, Manipur",continuous_rain,medium,unknown,India,Manipur,24.9037,93.487,0.0,
5431,2013-09-01 00:00:00,"Tamenglong, Manipur",continuous_rain,medium,unknown,India,Assam,24.9829,93.5063,0.0,
5429,2013-09-01 18:00:00,Tamabong Village In Sikkim State,downpour,medium,unknown,India,Sikkim,27.3425,88.2426,5.0,
5442,2013-09-02 00:00:00,Arunachal Pradesh,downpour,large,unknown,India,Arunachal Pradesh,27.1614,93.7525,,
5441,2013-09-02 00:00:00,"Gosang Village Under Jengging Circle, Arunachal Pradesh",downpour,large,unknown,India,Arunachal Pradesh,28.611,94.9829,,
5476,2013-09-07 15:00:00,14 Milestone Of J N Marg Near Kyangnosola (East Sikkim),rain,medium,unknown,India,Sikkim,27.3736,88.7323,0.0,
5552,2013-09-24 00:00:00,"Ukhrul, Manipur",unknown,medium,unknown,India,Manipur,25.0985,94.3619,,
5575,2013-10-05 23:00:00,"Chiechama, Nagaland",continuous_rain,medium,unknown,India,Nagaland,25.8266,94.1497,0.0,
5584,2013-10-06 00:00:00,"Nilachal Hill, Guwahati, Assam",downpour,medium,unknown,India,Assam,26.1665,91.7049,0.0,
5582,2013-10-06 12:45:00,"Batahguli, Guwahati, Assam",downpour,medium,unknown,India,Assam,26.1309,91.8383,1.0,
5603,2013-10-13 19:30:00,"Tusom, Manipur",downpour,medium,unknown,India,Manipur,25.426,94.6024,0.0,
6015,2014-05-08 00:00:00,Lohit District of Arunachal Pradesh,rain,medium,above_road,India,Arunachal Pradesh,27.9032,96.174,0.0,0.0
6016,2014-05-09 23:00:00,"Satgarakul Village, Karimganj, Assam State",rain,small,unknown,India,Assam,24.8669,92.3576,7.0,0.0
6105,2014-06-26 23:00:00,Arunachal Pradesh,continuous_rain,medium,above_road,India,Arunachal Pradesh,28.9205,95.3429,0.0,0.0
6106,2014-06-26 23:00:00,Narakasur,continuous_rain,small,unknown,India,Assam,26.1407,91.7645,3.0,0.0
6107,2014-06-26 23:00:00,Bamunimaidam,continuous_rain,small,unknown,India,Assam,26.1844,91.7896,1.0,0.0
6110,2014-06-27 00:00:00,"Bhangagarh, Assam",rain,small,unknown,India,Assam,26.1619,91.7697,3.0,0.0
6112,2014-06-28 09:00:00,"Kharghuli Hills, Assam",rain,medium,unknown,India,Assam,26.1964,91.7652,0.0,0.0
6143,2014-07-14 18:00:00,"Zembabawk, Aizawl",downpour,medium,unknown,India,Mizoram,23.7327,92.7463,1.0,2.0
6513,2014-08-14 23:00:00,Sabroom,downpour,medium,unknown,India,Tripura,23.0137,91.7174,3.0,0.0
6200,2014-08-17 00:00:00,Arunachal Pradesh/Itanagar,downpour,large,unknown,India,Arunachal Pradesh,27.0869,93.6086,0.0,0.0
6331,2014-09-08 00:00:00,Kiphire-Seyochung road near Yangzitong village,unknown,medium,unknown,India,Nagaland,25.9466,94.6279,0.0,0.0
6291,2014-09-21 00:00:00,National Highway 51,continuous_rain,large,unknown,India,Meghalaya,25.7354,90.3852,0.0,0.0
6286,2014-09-22 00:00:00,Garchuk,rain,small,unknown,India,Assam,26.1044,91.7082,0.0,0.0
6282,2014-09-22 00:00:00,Lalmati,rain,small,urban,India,Assam,26.1097,91.7747,1.0,0.0
6287,2014-09-22 00:00:00,Dhirenpara,rain,small,unknown,India,Assam,26.1295,91.7056,0.0,0.0
6289,2014-09-22 00:00:00,Pamohi,rain,small,unknown,India,Assam,26.1001,91.6849,0.0,0.0
6283,2014-09-22 00:00:00,Dakhingaon,rain,small,unknown,India,Assam,26.1314,91.7548,0.0,0.0
6285,2014-09-22 00:00:00,VIP Road,rain,small,above_road,India,Assam,26.159,91.8178,0.0,0.0
6288,2014-09-22 00:00:00,Noonmati,rain,small,unknown,India,Assam,26.1985,91.7998,0.0,0.0
6284,2014-09-22 00:00:00,Batahghuli,rain,small,unknown,India,Assam,26.1324,91.8342,0.0,1.0
6292,2014-09-23 00:00:00,Hatsingimari,continuous_rain,small,unknown,India,Assam,25.7238,89.9032,1.0,0.0
6290,2014-09-23 03:00:00,Mawbah under Mawprem area,continuous_rain,small,urban,India,Meghalaya,25.5772,91.8666,8.0,1.0
6213,2014-09-24 00:00:00,Meghalaya,continuous_rain,large,unknown,India,Meghalaya,25.8143,90.5763,0.0,0.0
6222,2014-10-01 11:00:00,Karsingsa block point,unknown,small,above_road,India,Arunachal Pradesh,27.1249,93.7706,5.0,0.0
6214,2014-10-05 17:45:00,Jorabat-Umiam route,rain,medium,above_road,India,Meghalaya,25.9702,91.8587,1.0,0.0
6293,2014-10-20 00:00:00,South West Garo Hills,rain,medium,unknown,India,Meghalaya,25.5006,90.0896,6.0,0.0
6775,2015-02-14 00:00:00,Kailashpur hill,mining,small,mine,India,Assam,26.1468,91.6469,1.0,2.0
6786,2015-02-19 23:00:00,"Hailākāndi : Two labourers died while another was injured in a landslide in Assam's Hailakandi district, the police said today.",mining,medium,mine,India,Assam,24.6108,92.562,2.0,1.0
7591,2015-03-19 00:00:00,Ratacherra,rain,small,unknown,India,Assam,25.0318,92.4584,0.0,0.0
7031,2015-05-24 00:00:00,"Bop, Sikkim",unknown,medium,above_road,India,Sikkim,27.6163,88.6586,0.0,0.0
6971,2015-06-09 00:00:00,"Itanagar, Arunachal Pradesh",continuous_rain,medium,above_road,India,Arunachal Pradesh,27.0987,93.816,2.0,2.0
6968,2015-06-13 00:00:00,"Ratacherra village along the NH-44 connecting to Barak Valley in Assam and Tripura, Meghalaya, Mizoramon",continuous_rain,medium,unknown,India,Meghalaya,25.463,92.2121,4.0,2.0
6970,2015-06-16 00:00:00,Akonggre,downpour,small,above_road,India,Meghalaya,25.5084,90.2191,1.0,0.0
6969,2015-06-16 06:15:00,"Nakham Bazaar, Tura, Meghalaya",downpour,medium,urban,India,Meghalaya,25.5114,90.215,4.0,0.0
6945,2015-06-19 00:00:00,"amei to Kangpokpi via Imphal road, 0.5 km from Tamei, Tamenglang District",monsoon,medium,above_road,India,Manipur,25.16,93.686,0.0,0.0
6963,2015-06-19 00:00:00,"Muanna locality, Mizoram",rain,medium,natural_slope,India,Mizoram,23.7131,92.7362,0.0,0.0
6990,2015-06-24 00:00:00,"New Land (""""New Colony"""")",continuous_rain,medium,above_road,India,Nagaland,26.0319,94.5466,0.0,0.0
7138,2015-07-07 00:00:00,"NH-10, Sepi Jhora, Kalimpong",continuous_rain,small,above_road,India,Sikkim,27.0816,88.4397,0.0,0.0
7214,2015-07-15 08:00:00,Type-IV Colony of Seppa in East Kameng,monsoon,medium,urban,India,Arunachal Pradesh,27.36,93.0385,3.0,0.0
7265,2015-07-22 00:00:00,Willong-Yangkhullen stretch,continuous_rain,medium,above_road,India,Manipur,25.5007,93.9854,0.0,0.0
7253,2015-07-22 00:00:00,Lakhipur,continuous_rain,medium,urban,India,Assam,24.7979,92.9974,5.0,0.0
7267,2015-07-22 00:00:00,NH-2 between Senapati and Mao,continuous_rain,small,above_road,India,Manipur,25.3908,94.0926,0.0,0.0
7264,2015-07-22 00:00:00,22 kms to 30 kms between Sangkungmai and Willong,continuous_rain,medium,above_road,India,Manipur,25.4538,93.9827,0.0,0.0
7263,2015-07-22 00:00:00,"15 kms from Maram, National Highway-102/A (Maram Peren road)",continuous_rain,medium,above_road,India,Manipur,25.4477,94.0489,0.0,0.0
7266,2015-07-22 00:00:00,Yangkhullen-Tamphung road till Nagaland border,continuous_rain,medium,above_road,India,Manipur,25.5098,93.8794,0.0,0.0
7279,2015-07-24 00:00:00,Tamenglong Ward No-IV,monsoon,medium,other,India,Manipur,24.9818,93.5142,0.0,0.0
7276,2015-07-25 09:00:00,"Dispur : According to report, a huge hillock slipped into the house after heavy rain where Dinesh Bodo along with his wife and daughter lived in. Thi*",continuous_rain,medium,natural_slope,India,Assam,26.1062,91.8717,2.0,0.0
7364,2015-07-31 09:00:00,Phungyar road,continuous_rain,medium,below_road,India,Manipur,24.819,94.3551,0.0,0.0
7372,2015-07-31 23:00:00,Naga Gate along the Ukhrul-Imphal route,continuous_rain,medium,above_road,India,Manipur,25.0634,94.3415,0.0,0.0
7389,2015-08-01 00:00:00,between Bongyang and Lokchao along the Imphal-Moreh highway,continuous_rain,medium,above_road,India,Manipur,24.4072,94.0644,0.0,0.0
7371,2015-08-01 00:00:00,near S Lamphei Lamkhai and Sehlon village,continuous_rain,medium,unknown,India,Manipur,23.9939,94.0573,0.0,0.0
7374,2015-08-01 00:00:00,Ukhrul town Circular road from Rayotang to Viewland Zone II,continuous_rain,medium,below_road,India,Manipur,25.1122,94.3591,0.0,0.0
7385,2015-08-01 00:00:00,"Holenjang, Chandel district",continuous_rain,medium,unknown,India,Manipur,24.004,93.9815,0.0,0.0
7369,2015-08-01 00:00:00,between Chalong and Paraolon,continuous_rain,medium,above_road,India,Manipur,24.1988,94.1016,0.0,0.0
7373,2015-08-01 00:00:00,between Maku village and Kamjong sub division,continuous_rain,medium,above_road,India,Manipur,24.9111,94.4759,,
7390,2015-08-01 00:00:00,between Tengnoupal-Sita junction and Tengnoupal Power Sub-Station,continuous_rain,medium,above_road,India,Manipur,24.4265,94.1913,0.0,0.0
7384,2015-08-01 00:00:00,"Wayang, Khengjoi",rain,medium,unknown,India,Manipur,23.9278,94.0906,0.0,0.0
7375,2015-08-01 00:00:00,Ukhrul NH 201-Jessami road,continuous_rain,medium,above_road,India,Manipur,25.1941,94.4481,0.0,0.0
7370,2015-08-01 00:00:00,between Moltuk to New Songjang village,continuous_rain,medium,above_road,India,Manipur,24.1419,94.1078,0.0,0.0
7910,2015-08-01 00:00:00,Chandel,unknown,medium,above_road,India,Manipur,24.3481,94.1146,0.0,0.0
7383,2015-08-01 00:00:00,"Tuitung village, Khengjoi",rain,medium,unknown,India,Manipur,23.899,94.1434,0.0,0.0
7388,2015-08-01 00:00:00,Senam,continuous_rain,medium,unknown,India,Manipur,24.416,94.0984,0.0,0.0
7387,2015-08-01 00:00:00,Imphal-Ukhrul road,continuous_rain,small,below_road,India,Manipur,24.954,94.2156,0.0,0.0
7409,2015-08-02 00:00:00,Meluri Sub-Division in Phek District of Nagaland,continuous_rain,medium,unknown,India,Nagaland,25.72,94.6219,0.0,0.0
7664,2015-08-11 00:00:00,Nungba,continuous_rain,medium,unknown,India,Manipur,24.7459,93.4251,0.0,0.0
7666,2015-08-11 00:00:00,Tousem,continuous_rain,medium,unknown,India,Manipur,25.1019,93.3729,0.0,0.0
7665,2015-08-11 00:00:00,Khoupum,continuous_rain,medium,unknown,India,Manipur,24.7016,93.5291,0.0,0.0
7660,2015-08-12 00:00:00,Phesama village,continuous_rain,medium,below_road,India,Nagaland,25.6237,94.1136,0.0,0.0
7887,2015-08-16 00:00:00,Hawai,continuous_rain,medium,above_road,India,Arunachal Pradesh,27.8835,96.9262,0.0,0.0
7334,2015-08-18 00:00:00,Arunachal Pradesh,unknown,medium,unknown,India,Arunachal Pradesh,28.1737,94.7596,1.0,0.0
7335,2015-08-18 09:00:00,Tura Civil Hospital,continuous_rain,medium,urban,India,Meghalaya,25.5145,90.2023,0.0,0.0
7699,2015-08-19 00:00:00,Zunheboto district,continuous_rain,medium,unknown,India,Nagaland,26.0214,94.5224,0.0,0.0
7706,2015-08-19 00:00:00,National Highway at Kuliang,rain,medium,above_road,India,Meghalaya,25.0728,92.3636,0.0,0.0
7590,2015-08-19 00:00:00,Tongseng,rain,small,unknown,India,Meghalaya,25.1416,92.3807,0.0,0.0
7589,2015-08-19 00:00:00,National Highway 44,rain,medium,above_road,India,Meghalaya,25.2568,92.3825,0.0,0.0
7336,2015-08-19 09:00:00,NH-62 at Sibbari,continuous_rain,medium,above_road,India,Meghalaya,25.2193,90.5549,0.0,0.0
7701,2015-08-19 15:00:00,Phesama,continuous_rain,medium,above_road,India,Nagaland,25.6278,94.1051,0.0,0.0
7727,2015-08-20 18:00:00,between Phesama and Kuima in Nagaland,continuous_rain,medium,below_road,India,Nagaland,25.6263,94.1057,0.0,0.0
7728,2015-08-22 09:00:00,Natonal Highway in Jorabat area,continuous_rain,medium,above_road,India,Assam,26.1028,91.8806,0.0,0.0
7780,2015-08-26 00:00:00,Sailam village,continuous_rain,medium,above_road,India,Mizoram,23.3572,92.7878,1.0,0.0
7778,2015-08-26 00:00:00,Phullen’s main road,continuous_rain,medium,above_road,India,Mizoram,23.8447,93.0514,0.0,0.0
7836,2015-08-27 00:00:00,"National Highway 54, at Kawnpui town",downpour,medium,above_road,India,Mizoram,24.042,92.6724,0.0,0.0
7837,2015-08-27 00:00:00,three graveyards within Aizawl,downpour,medium,urban,India,Mizoram,23.7269,92.7265,0.0,0.0
7972,2015-08-28 01:45:00,"Mizoram, India",downpour,large,unknown,India,Mizoram,23.4495,92.8112,0.0,0.0
7933,2015-09-01 00:00:00,Maligaon,rain,medium,unknown,India,Assam,26.1868,91.6739,2.0,0.0
7923,2015-09-01 00:00:00,Amingaon,rain,medium,unknown,India,Assam,26.49349035,91.72137514,2.0,0.0
7956,2015-09-05 00:00:00,Byrnihat,unknown,medium,above_road,India,Meghalaya,26.048,91.8695,0.0,0.0
8012,2015-09-06 15:00:00,"Umling, Meghalaya 793102, India",unknown,medium,above_road,India,Meghalaya,25.9703,91.8584,0.0,0.0
8224,2015-09-14 01:30:00,"Aizawl, Mizoram, India",downpour,medium,above_road,India,Mizoram,23.7313,92.7187,0.0,0.0
8223,2015-09-14 03:10:00,"Aizawl, Mizoram, India",downpour,large,above_road,India,Mizoram,23.7348,92.7187,0.0,0.0
8339,2015-09-23 00:00:00,Kamakhya Temple,continuous_rain,medium,above_road,India,Assam,26.1666,91.7042,0.0,0.0
8366,2015-09-23 15:00:00,"Shillong, Meghalaya, India",downpour,medium,natural_slope,India,Meghalaya,25.583,91.893,2.0,1.0
9405,2016-04-19 00:00:00,"Techahan Ward, Mon, Nagaland, India",continuous_rain,medium,unknown,India,Nagaland,26.7223,95.0243,0.0,0.0
7655,2016-04-22 02:30:00,"Tawang, Arunachal Pradesh",continuous_rain,medium,above_road,India,Arunachal Pradesh,27.5799,91.8569,17.0,0.0
9404,2016-05-01 00:00:00,"Hayuliang, Anjaw district,Arunachal Pradesh, India",downpour,medium,above_road,India,Arunachal Pradesh,28.0822,96.5316,0.0,0.0
9338,2016-05-18 08:00:00,"Sonachirra, Karimganj district, Assam, India",continuous_rain,medium,natural_slope,India,Assam,24.4638,92.4943,5.0,0.0
9335,2016-05-18 08:00:00,"Bilaipur, Hailakandi district, Assam, India",continuous_rain,unknown,unknown,India,Assam,24.5202,92.7239,2.0,0.0
9336,2016-05-18 08:00:00,"Ramchandi , Hailakandi District, Assam, India",continuous_rain,small,unknown,India,Assam,24.5308,92.5121,1.0,0.0
9334,2016-05-18 08:00:00,"Bilaipur, Hailakandi district, Assam, India",continuous_rain,unknown,unknown,India,Assam,24.5204,92.7264,2.0,0.0
9169,2016-06-12 00:00:00,"on road between Mon and Tobu near Telangsao Hydro project , Nagaland, India",continuous_rain,unknown,above_road,India,Nagaland,26.1677,94.2442,0.0,0.0
9168,2016-06-12 23:00:00,"NH 13 10 kilometers from Old Ziro, Arunachal Pradesh, India",downpour,medium,above_road,India,Arunachal Pradesh,27.6438,93.871,0.0,0.0
9142,2016-06-14 08:00:00,"lower Majakong Ward, Mokokchung, Nagaland, India",continuous_rain,medium,retaining_wall,India,Nagaland,26.3185,94.5247,0.0,0.0
8222,2016-06-22 12:00:00,"Piyali Phukan Nagar, Guwahati, India",downpour,medium,natural_slope,India,Assam,26.1961,91.7825,1.0,0.0
8237,2016-07-01 00:00:00,"Old Inspection Bungalow, Bhalukpong town, West Kameng, Arunachal Pradesh, India",downpour,large,unknown,India,Arunachal Pradesh,27.0136,92.6351,5.0,3.0
8684,2016-07-07 00:00:00,"Kamrup district, Assam, India",continuous_rain,medium,retaining_wall,India,Assam,25.9611,91.3681,2.0,2.0
8900,2016-07-07 00:00:00,"Imphal-Ukhrul sector of National Highway 102, Manipur, India",monsoon,large,above_road,India,Manipur,25.0118,94.3136,0.0,0.0
8901,2016-07-10 00:00:00,"National Highway 2, near Kohima, Nagaland, India",downpour,medium,above_road,India,Nagaland,25.7902,94.1318,0.0,0.0
8930,2016-07-11 23:00:00,"North Point Colony, Akuluto, Nagaland, India",unknown,large,unknown,India,Nagaland,26.1699,94.4922,0.0,0.0
8996,2016-07-14 00:00:00,"Pub Sarania hill, South Sarania, Guwahati, Assam, India",monsoon,small,natural_slope,India,Assam,26.1768,91.7702,1.0,0.0
8995,2016-07-14 00:00:00,"Noonmati Nijarapar area of the city, Guwahati, Assam, India",monsoon,small,unknown,India,Assam,26.1963,91.8074,1.0,0.0
9010,2016-07-16 00:00:00,"Hoj-Potin Highway, Arunachal Pradesh, India",downpour,medium,above_road,India,Arunachal Pradesh,27.3034,93.804,1.0,0.0
9124,2016-07-19 00:00:00,"Rongthragittim Songittal village, near Sibbari, South Garo Hills District, Meghalaya, India",continuous_rain,large,natural_slope,India,Meghalaya,25.203,90.5573,0.0,0.0
9087,2016-07-19 00:00:00,"5 km off Sangam point on Aalo- Pangin road, Arunachal Pradesh, India",downpour,medium,above_road,India,Arunachal Pradesh,28.235,94.9612,0.0,0.0
9051,2016-07-19 09:00:00,"12th Mile area at Jorabat, Meghalaya, India",unknown,medium,natural_slope,India,Meghalaya,26.09748244,91.8744337,0.0,1.0
9122,2016-07-20 00:00:00,"Noonmati, Guwahati, Assam, India",rain,medium,unknown,India,Assam,26.1966,91.802,0.0,0.0
9186,2016-07-25 12:30:00,"Imphal-Dimapur road  in Tadubi, Senapati district, Manipur, India",continuous_rain,medium,above_road,India,Manipur,25.48,94.1383,0.0,1.0
9219,2016-07-26 23:00:00,"Zunheboto, Nagaland, India",downpour,medium,retaining_wall,India,Nagaland,26.0101,94.5282,0.0,0.0
9252,2016-07-28 00:00:00,"Dolma Lhakang complex, Lumla, Tawang,  Arunachal Pradesh, India",monsoon,medium,unknown,India,Arunachal Pradesh,27.5748,91.8644,0.0,0.0
9232,2016-07-28 23:00:00,"Ngur, near Mizoram-Myanmar border, India",continuous_rain,medium,unknown,India,Mizoram,23.5397,93.3783,2.0,6.0
9251,2016-07-28 23:00:00,"Government Middle School (GMS) Kiphire station “B”, Kiphire, Nagaland, India",downpour,medium,retaining_wall,India,Nagaland,25.8702,94.7844,0.0,0.0
9464,2016-08-05 00:00:00,Babrang village under Jang circle in Tawang district,downpour,medium,unknown,India,Arunachal Pradesh,27.5754,91.9754,0.0,3.0
9604,2016-10-12 00:00:00,Legship,continuous_rain,medium,above_road,India,Sikkim,27.2676,88.2891,0.0,0.0
9619,2016-10-15 00:00:00,Namchi,rain,medium,above_road,India,Sikkim,27.1695,88.3664,0.0,0.0
9620,2016-10-15 00:00:00,Rangpo,downpour,medium,above_road,India,Sikkim,27.172,88.5292,0.0,0.0
