sample_id,sample_date,state,latitude,longitude,elevation,slope,target
BG_7335,2008-08-07,Meghalaya,25.5145,90.2023,311.16912841796875,4.43499521787357,0
BG_7699,2007-10-15,Nagaland,26.0214,94.5224,1628.211669921875,20.474082598604717,0
BG_7706,2007-05-22,Meghalaya,25.0728,92.3636,122.84965515136719,9.820887733821854,0
BG_7590,2008-06-08,Meghalaya,25.1416,92.3807,159.40928649902344,12.575199124048696,0
BG_7589,2010-05-09,Meghalaya,25.2568,92.3825,794.41455078125,6.727094186871973,0
BG_7336,2007-05-19,Meghalaya,25.2193,90.5549,277.8585205078125,1.8603991867413665,0
BG_7701,2010-06-08,Nagaland,25.6278,94.1051,1525.7447509765625,19.746458014881537,0
BG_7727,2008-10-27,Nagaland,25.6263,94.1057,1511.099609375,11.936398993320072,0
BG_7728,2007-08-26,Assam,26.1028,91.8806,114.29768371582031,10.73547932613818,0
BG_7780,2007-10-19,Mizoram,23.3572,92.7878,1371.5789794921875,9.810149264654664,0
BG_7778,2009-08-06,Mizoram,23.8447,93.0514,1108.8853759765625,30.750773627027087,0
BG_7836,2008-05-14,Mizoram,24.042,92.6724,804.421142578125,9.180864222593245,0
BG_7837,2007-07-29,Mizoram,23.7269,92.7265,833.5170288085938,24.943104782359732,0
BG_7972,2009-09-14,Mizoram,23.4495,92.8112,888.5426635742188,23.46644991811814,0
BG_7933,2009-09-16,Assam,26.1868,91.6739,50.399925231933594,1.428382673409083,0
BG_7923,2007-08-20,Assam,26.49349035,91.72137514,59.33340072631836,1.0563652642831514,0
BG_7956,2007-10-14,Meghalaya,26.048,91.8695,84.52579498291016,9.900337388986658,0
BG_8012,2007-09-25,Meghalaya,25.9703,91.8584,282.1637878417969,12.26083739736926,0
BG_8224,2009-09-13,Mizoram,23.7313,92.7187,1039.2362060546875,21.870021772581907,0
BG_8223,2010-03-26,Mizoram,23.7348,92.7187,1042.5274658203125,16.10131059588318,0
BG_8339,2010-03-25,Assam,26.1666,91.7042,230.763427734375,11.918074219353304,0
BG_8366,2010-06-23,Meghalaya,25.583,91.893,1449.671630859375,2.838949558798675,0
BG_9405,2010-04-12,Nagaland,26.7223,95.0243,691.5819091796875,10.965793367646125,0
BG_7655,2008-05-15,Arunachal Pradesh,27.5799,91.8569,2757.57470703125,20.95768702255558,0
BG_9404,2007-07-29,Arunachal Pradesh,28.0822,96.5316,589.3150634765625,23.791217811667593,0
BG_9338,2009-08-22,Assam,24.4638,92.4943,90.42581939697266,10.65213959040596,0
BG_9335,2010-06-13,Assam,24.5202,92.7239,41.02753448486328,0.25625340735079677,0
BG_9336,2010-07-02,Assam,24.5308,92.5121,63.20732879638672,7.517748358294214,0
BG_9334,2007-09-17,Assam,24.5204,92.7264,40.06278610229492,1.026069248388156,0
BG_9169,2007-09-23,Nagaland,26.1677,94.2442,772.8440551757812,24.210313580177193,0
BG_9168,2007-07-12,Arunachal Pradesh,27.6438,93.871,1681.67431640625,29.065501571281814,0
BG_9142,2007-08-26,Nagaland,26.3185,94.5247,1163.855224609375,15.018292493195535,0
BG_8222,2009-08-06,Assam,26.1961,91.7825,121.48150634765625,8.727442753885507,0
BG_8237,2008-10-28,Arunachal Pradesh,27.0136,92.6351,227.06201171875,5.674161210559469,0
BG_8684,2008-06-10,Assam,25.9611,91.3681,182.27566528320312,5.468814319448606,0
BG_8900,2007-10-21,Manipur,25.0118,94.3136,1396.9189453125,5.34766202597846,0
BG_8901,2010-05-10,Nagaland,25.7902,94.1318,1287.954345703125,10.50878419435934,0
BG_8930,2008-08-12,Nagaland,26.1699,94.4922,1170.26123046875,24.523499824822416,0
BG_8996,2010-05-05,Assam,26.1768,91.7702,103.41690826416016,27.42554177065104,0
BG_8995,2010-06-30,Assam,26.1963,91.8074,174.58441162109375,9.031282163474472,0
BG_9010,2008-05-15,Arunachal Pradesh,27.3034,93.804,718.2056274414062,29.575088799484067,0
BG_9124,2007-09-11,Meghalaya,25.203,90.5573,155.75831604003906,15.37083102995034,0
BG_9087,2010-06-26,Arunachal Pradesh,28.235,94.9612,315.595458984375,35.9698822381822,0
BG_9051,2009-08-27,Meghalaya,26.09748244,91.8744337,187.9982452392578,20.570919700468657,0
BG_9122,2007-10-16,Assam,26.1966,91.802,106.73609924316406,13.744275943878716,0
BG_9186,2009-08-24,Manipur,25.48,94.1383,1701.8209228515625,16.968531912423273,0
BG_9219,2008-08-28,Nagaland,26.0101,94.5282,1709.053466796875,17.101604926755293,0
BG_9252,2010-06-11,Arunachal Pradesh,27.5748,91.8644,2694.739013671875,12.407464929239795,0
BG_9232,2007-09-28,Mizoram,23.5397,93.3783,1574.5465087890625,14.23567084005989,0
BG_9251,2010-07-06,Nagaland,25.8702,94.7844,1134.852783203125,9.371832084865707,0
BG_9464,2010-06-22,Arunachal Pradesh,27.5754,91.9754,2423.933349609375,26.203739985039928,0
BG_9604,2007-09-05,Sikkim,27.2676,88.2891,601.9652709960938,45.765578942957816,0
BG_9619,2007-08-31,Sikkim,27.1695,88.3664,1571.5709228515625,23.620191158849284,0
BG_9620,2008-10-25,Sikkim,27.172,88.5292,356.3497314453125,25.215718411958875,0
